CH0,CH1,CH2,CH3,CH4,CH5,CH6
31.2213382720947,21.7248935699463,21.8348846435547,21.731351852417,21.4828052520752,21.8802356719971,21.8284168243408
31.3149948120117,21.7248935699463,21.8274765014648,21.7378387451172,21.4985542297363,21.8802356719971,21.8395328521729
31.4040603637695,21.7230415344238,21.8302555084229,21.7248706817627,21.4911460876465,21.8617134094238,21.8200817108154
31.5114765167236,21.7323055267334,21.8367366790771,21.7248706817627,21.4757118225098,21.8407344818115,21.8046569824219
31.5114765167236,21.7313823699951,21.8293304443359,21.7248706817627,21.4710807800293,21.8509178161621,21.812068939209
31.5867538452148,21.7360095977783,21.8293304443359,21.7443237304688,21.4760303497314,21.8336391448975,21.7966384887695
31.6629371643066,21.7360095977783,21.8311805725098,21.739688873291,21.4649143218994,21.8336391448975,21.7910823822021
31.765739440918,21.7554626464844,21.8219146728516,21.7332057952881,21.4621315002441,21.8271560668945,21.7873764038086
31.8419132232666,21.7554626464844,21.8348846435547,21.7332057952881,21.4621315002441,21.8317890167236,21.7873764038086
31.8419132232666,21.7702808380127,21.8422946929932,21.7341327667236,21.4621315002441,21.8271560668945,21.7984886169434
31.9309310913086,21.7517566680908,21.8422946929932,21.736909866333,21.4658393859863,21.8336391448975,21.8003444671631
32.0055809020996,21.746524810791,21.82594871521,21.7094497680664,21.4757118225098,21.8490657806396,21.812068939209
32.0798988342285,21.746524810791,21.819465637207,21.701114654541,21.4831237792969,21.8527698516846,21.7990989685059
32.1361885070801,21.7561092376709,21.8077487945557,21.6856899261475,21.4985542297363,21.8681926727295,21.8145217895508
32.1361885070801,21.7561092376709,21.7994117736816,21.7125511169434,21.49485206604,21.8700466156006,21.8228626251221
32.1961441040039,21.7425365447998,21.7839889526367,21.6767501831055,21.5124549865723,21.8543014526367,21.8274955749512
32.3080673217773,21.7434616088867,21.7738018035889,21.6934223175049,21.4809494018555,21.8543014526367,21.8237895965576
32.3682899475098,21.7588882446289,21.7836666107178,21.7060680389404,21.4994831085205,21.8709697723389,21.8173046112061
32.4517555236816,21.7653713226318,21.7947807312012,21.7060680389404,21.4920673370361,21.8580074310303,21.8173046112061
32.4670295715332,21.7872753143311,21.8213176727295,21.724271774292,21.4920673370361,21.8626384735107,21.8228626251221
32.535816192627,21.7900543212891,21.823169708252,21.703893661499,21.49485206604,21.8719005584717,21.818229675293
32.6336250305176,21.8165912628174,21.8385887145996,21.7220935821533,21.49485206604,21.8719005584717,21.8173046112061
32.7033195495605,21.8165912628174,21.8302555084229,21.7359848022461,21.4874382019043,21.8737525939941,21.8173046112061
32.7610931396484,21.8221454620361,21.8302555084229,21.7359848022461,21.4831237792969,21.8407344818115,21.8018798828125
32.7610931396484,21.8314094543457,21.8302555084229,21.7220935821533,21.4831237792969,21.8518486022949,21.8213291168213
32.8237609863281,21.8382186889648,21.8277988433838,21.7131538391113,21.474178314209,21.8253040313721,21.8003444671631
32.8943519592285,21.8308086395264,21.8277988433838,21.7205638885498,21.4667682647705,21.8354911804199,21.8031234741211
32.9658660888672,21.8308086395264,21.8305778503418,21.7159328460693,21.4695434570313,21.8354911804199,21.8031234741211
33.0401191711426,21.8391437530518,21.8240947723389,21.7159328460693,21.4593544006348,21.8262310028076,21.7929344177246
33.0871925354004,21.8366928100586,21.8003368377686,21.6792087554932,21.4593544006348,21.8160419464111,21.7929344177246
33.0871925354004,21.8440971374512,21.8234920501709,21.689395904541,21.4649143218994,21.8271560668945,21.8077526092529
33.1657028198242,21.8623008728027,21.8389129638672,21.7224178314209,21.4683017730713,21.8435115814209,21.8185501098633
33.2426910400391,21.8623008728027,21.8148345947266,21.7122268676758,21.4738597869873,21.8435115814209,21.8111381530762
33.3156852722168,21.8721618652344,21.8246955871582,21.7267246246338,21.473539352417,21.8691177368164,21.8330478668213
33.3816757202148,21.8906841278076,21.8395137786865,21.7267246246338,21.473539352417,21.8663425445557,21.8330478668213
33.3816757202148,21.8980922698975,21.8302555084229,21.7285766601563,21.4781723022461,21.8663425445557,21.8311977386475
33.4293251037598,21.9082794189453,21.8302555084229,21.7332057952881,21.4883651733398,21.8617134094238,21.8247127532959
33.5178871154785,21.9237041473389,21.8632755279541,21.7458534240723,21.4738597869873,21.8462886810303,21.8055839538574
33.5783653259277,21.9274082183838,21.8521633148193,21.7301082611084,21.4618167877197,21.8305473327637,21.8176212310791
33.6516609191895,21.9422225952148,21.8632755279541,21.7301082611084,21.4618167877197,21.8462886810303,21.8176212310791
33.6516609191895,21.9607448577881,21.861421585083,21.7310333251953,21.481273651123,21.8620338439941,21.803731918335
33.6794662475586,21.9508800506592,21.8459968566895,21.7239437103271,21.4655246734619,21.8351745605469,21.803731918335
33.744514465332,21.9490280151367,21.8534107208252,21.7183856964111,21.4683017730713,21.8351745605469,21.7990989685059
33.8077163696289,21.9490280151367,21.8506298065186,21.7267246246338,21.4905395507813,21.8472137451172,21.8000240325928
33.8626747131348,21.9601421356201,21.8404407501221,21.7267246246338,21.4664497375488,21.8509178161621,21.8000240325928
33.8626747131348,21.9573593139648,21.8376636505127,21.7165336608887,21.4818782806396,21.8589344024658,21.8200817108154
33.9222145080566,21.9749584197998,21.8376636505127,21.7267246246338,21.4809494018555,21.8719005584717,21.8173046112061
33.9771690368652,21.9814395904541,21.8487796783447,21.7230186462402,21.4865131378174,21.8719005584717,21.8256416320801
34.0330352783203,21.9814395904541,21.8515567779541,21.7156085968018,21.4716854095459,21.8580074310303,21.8191547393799
34.1160507202148,22.0292720794678,21.8623485565186,21.7310333251953,21.4874382019043,21.8663425445557,21.8191547393799
34.1160507202148,22.0116767883301,21.8604965209961,21.7328834533691,21.4874382019043,21.8672695159912,21.8219375610352
34.1401863098145,22.0045928955078,21.8497047424316,21.7183856964111,21.4939212799072,21.8626384735107,21.8219375610352
34.20703125,22.0110740661621,21.8497047424316,21.7137546539307,21.5041122436523,21.8589344024658,21.8376808166504
34.2421455383301,21.9956550598145,21.831506729126,21.6881465911865,21.4818782806396,21.8589344024658,21.8395328521729
34.2888450622559,22.0123252868652,21.8352127075195,21.6881465911865,21.4865131378174,21.8746776580811,21.8395328521729
34.2735977172852,22.0080165863037,21.8262710571289,21.6717948913574,21.4865131378174,21.8570804595947,21.8302707672119
34.3239593505859,22.0172786712646,21.8392372131348,21.6819839477539,21.49485206604,21.8598594665527,21.8191547393799
34.3715667724609,22.0191287994385,21.8392372131348,21.6736507415771,21.4800243377686,21.8635654449463,21.8237895965576
34.4292411804199,22.0191287994385,21.8179359436035,21.689395904541,21.4781723022461,21.8635654449463,21.8274955749512
34.4860038757324,22.0293159484863,21.8401622772217,21.6977310180664,21.4809494018555,21.8598594665527,21.8274955749512
34.5363540649414,22.041353225708,21.8299770355225,21.6977310180664,21.4809494018555,21.8598594665527,21.8274955749512
34.5515937805176,22.0725154876709,21.8574352264404,21.687219619751,21.4939212799072,21.8607845306396,21.8441638946533
34.591869354248,22.0808448791504,21.8574352264404,21.6974067687988,21.4846591949463,21.8524513244629,21.8367538452148
34.6638603210449,22.0962677001953,21.8784160614014,21.7063465118408,21.4800243377686,21.8524513244629,21.8274955749512
34.7160301208496,22.099967956543,21.8543357849121,21.7054214477539,21.4818782806396,21.8580074310303,21.8423099517822
34.7535514831543,22.1092262268066,21.870080947876,21.7054214477539,21.4664497375488,21.8416576385498,21.8268852233887
34.7535514831543,22.1194114685059,21.8626689910889,21.7109756469727,21.467378616333,21.8462886810303,21.8148441314697
34.8246269226074,22.1505737304688,21.8780937194824,21.7273273468018,21.4618167877197,21.8462886810303,21.8241081237793
34.8676338195801,22.1505737304688,21.8984680175781,21.7282524108887,21.4710807800293,21.8462886810303,21.803731918335
34.9170532226563,22.1542739868164,21.8929100036621,21.7143592834473,21.4701557159424,21.8499927520752,21.8083648681641
34.9710350036621,22.1672382354736,21.8808708190918,21.7143592834473,21.4664497375488,21.8361015319824,21.8083648681641
34.9710350036621,22.1820526123047,21.8892078399658,21.7282524108887,21.4664497375488,21.8361015319824,21.8111381530762
35.015869140625,22.1801986694336,21.8892078399658,21.7328834533691,21.4599628448486,21.8398056030273,21.8148441314697
35.0597915649414,22.2033462524414,21.8929100036621,21.7217674255371,21.4939212799072,21.8552284240723,21.8469429016113
35.0954742431641,22.2033462524414,21.8975410461426,21.7384414672852,21.4800243377686,21.8589344024658,21.8432369232178
35.1430511474609,22.2024230957031,21.908655166626,21.7384414672852,21.4716854095459,21.8644905090332,21.8432369232178
35.1430511474609,22.2024230957031,21.8919849395752,21.7328834533691,21.4716854095459,21.8607845306396,21.8432369232178
35.1833000183105,22.2126064300537,21.9206962585449,21.7078762054443,21.4763202667236,21.8552284240723,21.8413848876953
35.2391128540039,22.2301979064941,21.9206962585449,21.7254753112793,21.4920673370361,21.8533782958984,21.8367538452148
35.2766075134277,22.2301979064941,21.8975410461426,21.7264003753662,21.470760345459,21.8533782958984,21.8450927734375
35.3287544250488,22.2385330200195,21.9049491882324,21.7264003753662,21.4716854095459,21.8533782958984,21.8450927734375
35.3287544250488,22.2487144470215,21.9142112731934,21.7291793823242,21.4716854095459,21.8533782958984,21.8376808166504
35.3653373718262,22.2551956176758,21.9253273010254,21.705099105835,21.4818782806396,21.8524513244629,21.8358268737793
35.4074172973633,22.2653789520264,21.9253273010254,21.7217674255371,21.4902153015137,21.8644905090332,21.8348999023438
35.4513130187988,22.2653789520264,21.9243984222412,21.7264003753662,21.473539352417,21.8644905090332,21.8339748382568
35.5007057189941,22.2838973999023,21.9243984222412,21.7143592834473,21.4828052520752,21.8478183746338,21.8348999023438
35.5007057189941,22.2894535064697,21.908655166626,21.7143592834473,21.4828052520752,21.8506011962891,21.8348999023438
35.5446090698242,22.2977828979492,21.9132862091064,21.7310333251953,21.4618167877197,21.8351745605469,21.8278141021729
35.5866775512695,22.2987098693848,21.9132862091064,21.7180652618408,21.4608898162842,21.8435115814209,21.8241081237793
35.6150283813477,22.2987098693848,21.9188423156738,21.7254753112793,21.4525508880615,21.8435115814209,21.8231811523438
35.6461219787598,22.3107452392578,21.9243984222412,21.7069511413574,21.4497699737549,21.8314685821533,21.8213291168213
35.6909255981445,22.3200035095215,21.9299564361572,21.7069511413574,21.4497699737549,21.8342475891113,21.8213291168213
35.6909255981445,22.3264846801758,21.9308795928955,21.7106552124023,21.4423580169678,21.8444347381592,21.8268852233887
35.736644744873,22.3422203063965,21.9308795928955,21.7189922332764,21.4599628448486,21.8379535675049,21.8241081237793
35.783275604248,22.3422203063965,21.941068649292,21.7115802764893,21.4683017730713,21.8379535675049,21.8367538452148
35.8161926269531,22.3644371032715,21.9327335357666,21.7041721343994,21.473539352417,21.8561553955078,21.8515739440918
35.8646469116211,22.365364074707,21.9262504577637,21.7041721343994,21.4902153015137,21.8598594665527,21.8515739440918
35.849422454834,22.3610572814941,21.9274978637695,21.7072734832764,21.4902153015137,21.8570804595947,21.8534259796143
35.8805084228516,22.3601322174072,21.9274978637695,21.6970825195313,21.4911460876465,21.8598594665527,21.8571300506592
35.9146575927734,22.3447189331055,21.9204139709473,21.6733264923096,21.4689064025879,21.8598594665527,21.8339748382568
35.950309753418,22.3595333099365,21.9130058288574,21.6631355285645,21.467981338501,21.8719005584717,21.8636131286621
35.9777297973633,22.370641708374,21.9102306365967,21.6631355285645,21.4689064025879,21.8552284240723,21.8636131286621
35.9777297973633,22.3752670288086,21.916711807251,21.681661605835,21.4689064025879,21.8524513244629,21.8441638946533
36.0289268493652,22.3974876403809,21.916711807251,21.6983337402344,21.4726142883301,21.8598594665527,21.8617630004883
36.0526924133301,22.3965606689453,21.9278240203857,21.6952323913574,21.4902153015137,21.8598594665527,21.8413848876953
36.1008186340332,22.4119720458984,21.9488010406494,21.6943054199219,21.4865131378174,21.8598594665527,21.8497219085693
36.1529197692871,22.4258575439453,21.9497241973877,21.7097282409668,21.4744682312012,21.8459663391113,21.8497219085693
36.168140411377,22.4542350769043,21.9531097412109,21.7152862548828,21.4744682312012,21.8617134094238,21.8506469726563
36.1946487426758,22.467191696167,21.970703125,21.7088031768799,21.4828052520752,21.8487434387207,21.8562049865723
36.2284660339355,22.4894065856934,21.970703125,21.7078762054443,21.4605693817139,21.8561553955078,21.8432369232178
36.2741622924805,22.4894065856934,21.9697780609131,21.6884269714355,21.4726142883301,21.8561553955078,21.8589820861816
36.3098068237305,22.4931106567383,21.9790382385254,21.6884269714355,21.4661273956299,21.8635654449463,21.8525009155273
36.3098068237305,22.4921855926514,21.9669990539551,21.7023181915283,21.4661273956299,21.8654155731201,21.8525009155273
36.340877532959,22.5032901763916,21.9836673736572,21.6986141204834,21.4744682312012,21.8570804595947,21.8580570220947
36.3737678527832,22.5171775817871,21.9836673736572,21.7004661560059,21.4744682312012,21.8487434387207,21.8608341217041
36.4112358093262,22.5171775817871,21.9929294586182,21.7245483398438,21.4781723022461,21.8487434387207,21.8682460784912
36.4496192932129,22.5310649871826,21.9920043945313,21.7004661560059,21.4837322235107,21.8626384735107,21.8608341217041
36.4496192932129,22.5356903076172,21.9818153381348,21.7004661560059,21.4837322235107,21.8487434387207,21.8608341217041
36.4770317077637,22.5495719909668,21.9892253875732,21.7097282409668,21.4698333740234,21.8607845306396,21.8589820861816
36.5071907043457,22.5542011260986,21.9892253875732,21.7004661560059,21.4846591949463,21.8468914031982,21.8747291564941
36.555606842041,22.5542011260986,22.0105266571045,21.7115802764893,21.4781723022461,21.8468914031982,21.8497219085693
36.5830192565918,22.5699348449707,21.9975624084473,21.6967601776123,21.4689064025879,21.8580074310303,21.8784332275391
36.6095199584961,22.5699348449707,21.9966335296631,21.6967601776123,21.4753932952881,21.842264175415,21.8784332275391
36.6095199584961,22.5856704711914,22.0114498138428,21.7088031768799,21.4753932952881,21.8570804595947,21.8654670715332
36.6588516235352,22.6060333251953,22.0114498138428,21.7041721343994,21.4642734527588,21.8589344024658,21.8700981140137
36.6798629760742,22.6060333251953,22.0058937072754,21.6958351135254,21.4753932952881,21.8589344024658,21.8663959503174
36.7109298706055,22.6069583892822,22.0058937072754,21.6986141204834,21.4726142883301,21.8543014526367,21.8700981140137
36.7492904663086,22.6217651367188,22.0271911621094,21.6986141204834,21.4642734527588,21.8598594665527,21.8700981140137
36.7645111083984,22.6519889831543,22.0379829406738,21.704776763916,21.4642734527588,21.8431854248047,21.8756561279297
36.7946548461914,22.6510620117188,22.0379829406738,21.714038848877,21.4726142883301,21.8524513244629,21.8830623626709
36.8366737365723,22.6510620117188,22.0324287414551,21.722375869751,21.459644317627,21.8524513244629,21.8821353912354
36.8567657470703,22.662166595459,22.0472450256348,21.7232990264893,21.459644317627,21.8635654449463,21.8867702484131
36.8951263427734,22.684383392334,22.0463180541992,21.7232990264893,21.4642734527588,21.8765316009521,21.8867702484131
36.8951263427734,22.6871566772461,22.0472450256348,21.716817855835,21.4642734527588,21.8441143035889,21.8886222839355
36.9179649353027,22.6964130401611,22.0463180541992,21.7084808349609,21.459644317627,21.8524513244629,21.8821353912354
36.9572410583496,22.6945629119873,22.0463180541992,21.7186679840088,21.4716854095459,21.8515243530273,21.8839893341064
36.987377166748,22.6945629119873,22.0481700897217,21.7158889770508,21.4642734527588,21.8515243530273,21.8978862762451
37.0038185119629,22.7121467590332,22.0463180541992,21.7158889770508,21.4652042388916,21.8654155731201,21.8978862762451
37.0038185119629,22.7167701721191,22.0527973175049,21.6992168426514,21.4652042388916,21.8506011962891,21.8978862762451
37.0485725402832,22.7362060546875,22.0666885375977,21.701997756958,21.4605693817139,21.8598594665527,21.8728771209717
37.0768814086914,22.7491607666016,22.0666885375977,21.7205238342285,21.4624195098877,21.8468914031982,21.8960285186768
37.1124954223633,22.7491607666016,22.0685405731201,21.7214450836182,21.4781723022461,21.8468914031982,21.8969554901123
37.1490287780762,22.7556438446045,22.0731716156006,21.7094078063965,21.4642734527588,21.8376331329346,21.9052925109863
37.1490287780762,22.7621173858643,22.065767288208,21.7094078063965,21.4642734527588,21.8589344024658,21.9052925109863
37.1548233032227,22.7550373077393,22.0494174957275,21.7013931274414,21.4809494018555,21.8515243530273,21.8858432769775
37.1776504516602,22.7633647918701,22.0494174957275,21.6921310424805,21.4689064025879,21.8617134094238,21.8895492553711
37.2114334106445,22.7633647918701,22.05126953125,21.6782360076904,21.4763202667236,21.8617134094238,21.9025135040283
37.2534408569336,22.780948638916,22.0577526092529,21.6893501281738,21.4624195098877,21.8496704101563,21.9164066314697
37.2534408569336,22.801305770874,22.0642356872559,21.6893501281738,21.4624195098877,21.8478183746338,21.9164066314697
37.2726135253906,22.8059349060059,22.0836811065674,21.6958351135254,21.4753932952881,21.8515243530273,21.9052925109863
37.3115577697754,22.8231983184814,22.099100112915,21.7038497924805,21.4800243377686,21.8635654449463,21.9052925109863
37.3334732055664,22.8231983184814,22.0916900634766,21.7214450836182,21.4753932952881,21.8635654449463,21.9117755889893
37.3791198730469,22.8389282226563,22.0944709777832,21.7186679840088,21.4809494018555,21.8561553955078,21.8876972198486
37.3946342468262,22.8342990875244,22.0935440063477,21.7186679840088,21.4790992736816,21.8626384735107,21.8876972198486
37.3946342468262,22.8537330627441,22.0944709777832,21.7066307067871,21.4790992736816,21.842264175415,21.9145526885986
37.4293327331543,22.8694629669189,22.0944709777832,21.6955127716064,21.4716854095459,21.8663425445557,21.9145526885986
37.4558067321777,22.8694629669189,22.1139163970947,21.707555770874,21.4846591949463,21.8663425445557,21.9265937805176
37.4859390258789,22.8750152587891,22.1204013824463,21.693660736084,21.4726142883301,21.8561553955078,21.932149887085
37.4908218383789,22.8670082092285,22.0920162200928,21.6782360076904,21.4902153015137,21.8617134094238,21.932149887085
37.4908218383789,22.8790378570557,22.0957202911377,21.6893501281738,21.4902153015137,21.8617134094238,21.9201107025146
37.5452728271484,22.9046268463135,22.1259536743164,21.716817855835,21.4753932952881,21.8746776580811,21.9423370361328
37.5763130187988,22.9259090423584,22.1259536743164,21.7001438140869,21.4661273956299,21.8681926727295,21.9414081573486
37.6018676757813,22.9259090423584,22.1370639801025,21.6927337646484,21.4633502960205,21.8681926727295,21.931224822998
37.6155586242676,22.9277591705322,22.1176223754883,21.6927337646484,21.473539352417,21.8709697723389,21.931224822998
37.6155586242676,22.9277591705322,22.1296577453613,21.701997756958,21.473539352417,21.8663425445557,21.9377059936523
37.6484184265137,22.9407138824463,22.1342849731445,21.6927337646484,21.4698333740234,21.87282371521,21.9395580291748
37.6739768981934,22.9573669433594,22.1342849731445,21.7094078063965,21.4633502960205,21.8506011962891,21.9423370361328
37.7104797363281,22.9573669433594,22.1472473144531,21.71311378479,21.4716854095459,21.8506011962891,21.9414081573486
37.7080612182617,22.9595394134521,22.1309051513672,21.6949100494385,21.4763202667236,21.8570804595947,21.9488220214844
37.7080612182617,22.9595394134521,22.1401615142822,21.6949100494385,21.4763202667236,21.8533782958984,21.9488220214844
37.7427520751953,22.9650897979736,22.1336803436279,21.6902770996094,21.473539352417,21.8580074310303,21.9395580291748
37.7609977722168,22.9817428588867,22.1336803436279,21.6837940216064,21.4846591949463,21.8626384735107,21.9525260925293
37.7819900512695,22.9817428588867,22.1438674926758,21.6912021636963,21.4744682312012,21.8626384735107,21.9478931427002
37.8257942199707,22.9956226348877,22.1540508270264,21.6726779937744,21.4957752227783,21.8626384735107,21.9516010284424
37.840991973877,23.0175075531006,22.1435451507568,21.688102722168,21.4957752227783,21.8654155731201,21.9516010284424
37.8628883361816,23.0323104858398,22.1750259399414,21.7038497924805,21.4624195098877,21.8617134094238,21.9617881774902
37.9036445617676,23.059741973877,22.1904449462891,21.7239055633545,21.4837322235107,21.8598594665527,21.9664173126221
37.9164199829102,23.059741973877,22.1895179748535,21.7016754150391,21.4605693817139,21.8598594665527,21.9590110778809
37.9763259887695,23.0853252410889,22.2141914367676,21.7319183349609,21.4902153015137,21.8617134094238,21.9664173126221
37.9927520751953,23.0955028533936,22.2123394012451,21.7319183349609,21.4809494018555,21.8709697723389,21.9664173126221
37.9927520751953,23.0964279174805,22.218822479248,21.7328414916992,21.4809494018555,21.8617134094238,21.9654903411865
